,Comments,Emotion
1057,sachivalayalu concept bihari prasanth kishore gadidi prati intiki veli vala party ni pracaram cesukoneki valu salaries govt kajana nunci vastundi pani ycp ki cestaruu anthe dantlo pani cese employees ki yekada ycp meetings nadicina dwakara mahilalu tesukoni ravali ledante pathakalu ravuu anii bedirincadam papam volunteers,Negative
1058,godaku kadu epudu vachina ani govt new office lo furniture workstation lu kuda ycp colors neeeeeee yendo vela colors gola govt office lo kudaàaa,Negative
1059,tdp painted yellow color for babu bujji,Positive
1060,sachivalayam jobs waste,Negative
1061,actually up batuku thindi means my people,Positive
1062,do you mean grand secretariats?,Positive
1063,"jobs need to up youth that recognize and seem sir dida that what is wrong, do you know that the contract system that you have given everyone has become nasanam sir",Negative
1064,anna meeru it meedha industries medha dhrusti pettinaru kani state lo vunna yuvata gurinchi aalochinchaleydhu pakila gurinchi aalochinchaleydhu meeru yeppudu update ga vuntaru veeti meedha kuda dhrusti petti vuntey bavundeydhi meeru oka library lantivaru politricks lo,Negative
1065,"oh bosadee, build buildings from your job, lafayette, i'm not ashamed yet.",Positive
1066,"your brother, you have not given me a single job for 40 years. i am a b.ed",Negative
1067,very intelligent political leader cbn garu,Positive
1068,neelantodi doesn't know anything except robbing,Negative
1069,it is very bad for you to say that janmabhoomi committee should be given money for every work done during your time,Negative
1070,the city of abn,Positive
1071,a major failure is the village offices,Negative
1072,"how can a good leader be known to the state? babu jagan, who came and what did he do?",Positive
1073,how many jobs did cbn give you?,Negative
1074,wali babu will make you sit at home again tomorrow,Positive
1075,yes sir your janma bhoomi committees are super than village secretariat that's why they gave you 23 chamba,Positive
1076,the poor are not human beings in your eyes,Negative
1077,farmer loan waiver is your agenda,Negative
1078,what are your plans?,Positive
1079,they have seen 11 chief ministers but they do not do such things,Neutral
1080,2 years back now why this news,Positive
1081,we are very satisfied with gws system,Positive
1082,what if 40 years,Neutral
1083,have you noticed that the movements are being suppressed by the police. the police should also think that they are protesting for you too. please don't act anarchist.,Negative
1084,tell me one good thing you did while you were there,Positive
1085,he did not give up but shed crocodile tears,Positive
1086,jai cbn tdp,Positive
1087,poraa verripuka lanjakodaka bollu kukkaa 420 gaggi kukkaa née yantaa verrupuku political broker evadunnadura vedava,Negative
1088,gone are the days of politicking,Positive
1089,secretariats are a good concept in your government people die because they can't pay bribes and can't move around the offices.,Positive
1090,didn't you paint the bathrooms yellow for tdp annacanteens? it is a strange irony that you still do not understand that the power is given by the people,Positive
1091,"you built it with your own money, dog",Positive
1092,100%correct,Positive
1093,his history started in eu,Positive
1094,"and what is the matter with janmabhoomi committees, babu?",Positive
1095,weightage of public money due to sachivalayams,Negative
1096,sachivalayam is nothing but they are ysr party office,Positive
1097,jai tdp @cbn,Positive
1098,no one has the right to hide the manifesto dastav on earth from the public.,Negative
1099,run away,Negative
1100,nuvvu job ivvavu ichevadini encourage cheyyavu colors gurinchi mataladina parvaledhu kani sachivalayam employees gurinchi matram matalu aade arhatha neeku ledhu babu endhukante vallu andharu exam rasi pass ayyaru vooriki ne job ivvaledhu vallaki,Negative
1101,"stop cabin babu said, jabu said, the reader has come to 1 lakh members, your words are comedy.",Negative
1102,"don't you know that you are a waste, sir, they sent you home",Negative
1103,this munda also speaks,Positive
1104,chandrababu ki pani ledu 40 years cm ami did,Positive
1105,pnaikimalina chandrababu mundu nuvvu kuppam lo geluvu chuddam ni koduku pappu ni mangalagiri lo gelipinchuko chalu waste candit ni caste vallani develop chesukovadam kadu rajakeeyam ante nuvvu e janmalo cm avvalevu mind it,Negative
1106,offices do not have m us,Negative
1107,"babu garu, you have no right to talk about the secretariat if you don't even think about the unemployed",Negative
1109,1 mark for cancellation of job shades sir secretariat,Negative
1110,you go home daddy little one,Positive
1111,that's why people dragged him,Negative
1112,sir you should come sir our secretariat should show a way to jobs sir,Positive
1113,"even though you have 40 years of political history, there is no welfare scheme from 2014 to 2019. if jabu wants to come, babu wants to come. babu came. jabu didn't come. before the 2019 elections, they gave yellow saffron. dwakra women were given yuva nestham for youth. dwakra has been removed even though you gave ""yellow saffron"" to the women and ""youth"" to the youth, it has not been removed from the concept. secretariat ""secretariat"" voluntary system"" is a ""boon"" to ap. politically, criticize whatever you want, but please tell the people of the good things that are being done. do not spread poisonous propaganda in the minds of former chief minister nara chandrababu naidu",Negative
1114,"chandrababu garu, i got 23 seats, don't insult jagan reddy as a thief without showing any courtesy to the people, if your people are 30%, jagan's people are 70%, you have done development.",Positive
1115,gram secretariat concept is good,Positive
1116,no babu dabu,Negative
1117,p ar ar,Positive
1118,helo naidu many lakhs of graduates roaming in cities for jobs from many years preparing for gvmt jobs you didn't do anything for them except giving nirudyoga bruthi they are not begger's to give that jagan had initiated very good thing that many of our friends are in sachivalayam don't mislead people for shake of yours benefit,Positive
