,Comments,Emotion
1656,nijamgaa cbn ki munii sapam undii neetio rajakiya geevithamaaammooo vommooo ippuduu chudhamm cbn noru elaa vastadoo matladatanikii jagan garu cm ayyakaa speaker annakaa andariii problems vinalii kanii inta neechaa rajakiiyaluu ekkada chudala and congratulations cm jagan anna,Negative
1657,boy boy babu pani chudandi jai jagan e,Positive
1658,what you know about ys rajashekar reddy mr babu mind it dont repeat again,Negative
1659,5 in the virus as a trap,Positive
1660,epudu of the nuvu,Neutral
1661,shut up edava babu gada you are the one who grew up asking again if you talk about the level you will laugh edava lanja kodaka,Negative
1662,who is watching after cm,Positive
1663,then not now chapandra boys what to da what not to do ? be prepared to face the consequences,Negative
1664,"you are very ethical and honest, that's why you got 23 seats",Neutral
1665,vishvaniyata anta m chesaw ra a chupp sale in 5 wires,Positive
1666,we will kill ray jagan no matter what blade rascal boy boy babbuuuuu,Positive
1667,jagan anna you are 100% correct anna,Positive
1668,"orei kodela, they beat you so that your clothes are torn, kadara, why did you think that you are so mean?",Negative
1669,"hey hey chandra babu garu's ethics and honesty are good, people should say and beat him",Positive
1670,whenever jagan and cm babu drink milk and buzz,Positive
1671,"hello xgaru intlo kurchoni motham enjoy ga navvuko ika happy <a href=""http://ga ma/"">ga ma</a> anna jagan time started",Positive
1672,super chase,Positive
1673,kojja is not there,Negative
1674,iloveyoujaganannawinyelectionanna,Positive
1675,our ncp president pawar and naidu friends with each other,Positive
1676,only tdp from love maharashtra,Positive
1677,lanjakodukasoo sins,Positive
1678,cunning fellow waste fellow worst fellow idiot stupid,Negative
1679,i am not a regular follower of politics i don't had any knowledge on it but the way mr jagan mohan reddy maintains his attitude his emotions his knowledge his humor his never say die attitude has made me his follower jai jagan anna jai bjp in central jai bharat,Positive
1680,what else is wrong with cursing each other or chi chi,Negative
1681,rajikeyam means this,Positive
1682,jagan mohan reddy speech superrr babu but noru muse,Positive
1683,what a speech by jagan mohan reddy garu lolz i pity of cbn,Negative
1684,what is this assembly ra nayana?,Positive
1685,hats off jagan anna very nice speech now cm will recognize what he has done in past 10 years very good jagan anna now cm is y s r jaganmohan reddy i m the fan of jagan anna he is the sincerity and honest person now jagan anna will fulfilled all the need of persons,Positive
1686,anni vela kotlu intlo pettukunnav several raa janalaki istey bagupadataru ga pakkana vadu evvaleydhu anni anni paper tesukoni show cheyakapotey cheyali anukuntey chey leykapotey musukoni koorcho nekem dabbu leydha janala sommu antha baga ney dachipettukunnav gaaa atahathyala list ethukinto korchunnava inkem pani leyka,Negative
1687,manavallu briefed me i'm with you i'll do what all they spoke,Positive
1688,"oh, oh, babu, you are talking big words about democracy, people, ethics, honesty, you have no luck to laugh, you cry when you see those who laugh.",Positive
1689,jagan ne moham 1000 uthai tai tadap tai tantra jai saban,Negative
1690,ni yamma nv jagan nu wadi ba,Negative
1691,jai jagan mohanreddy jai kirkup,Positive
1692,bye bye babu bye bye pappu kudhaa,Positive
1693,naa sulli lanjakodaka hi jagab in my mother puku,Negative
1694,speaker are bakra,Positive
1695,chandrababu donga donga donga and koduku,Positive
1696,you are of no use to the assembly except for trips,Positive
1697,do you understand what they are talking about?,Positive
1698,sir ur big joker sir,Positive
1699,waiting for new speaker,Positive
1700,this video is known as etv dabba tadi patri,Positive
1701,ap next cm chandra babunaidu,Positive
1702,jagan is my cm,Positive
1703,arre bolli agra,Negative
1704,cbn waste,Negative
1705,jail jagan,Negative
1706,jagan super anna,Positive
1707,stop listening to babu's lies and his ears are bleeding,Negative
1708,the cabin is also 420,Positive
1709,ayapra bolli,Negative
1710,power of cbn,Positive
1711,bolli babu gadu bale lekhati said that neti nijaiti,Negative
1712,your uncle told ntr about neetu,Negative
1713,try to be careful,Positive
1714,it is enough to sit on the chin and lead politics,Positive
1715,"you are the one who drowned us in the cabin, and the next life is about to be healed.",Positive
1716,no regrets,Positive
1717,"not jagan, but he is smiling",Positive
1718,cm cm jagan anna cm,Negative
1719,jai jagan anna e sari nuvve anna come,Positive
1720,ntr once told me what is your ethics kabin,Positive
1721,super jagan conclusion,Positive
1722,niti's honesty is a big back pain for babu,Neutral
1723,anna nice talking,Positive
1724,anna next cm confirm,Positive
1725,all mistakes are made by you,Positive
1726,why this jagan illiterate idiot,Negative
1727,ji jigan i,Positive
1728,"daridram babu, who became the star of the telugu country",Positive
1729,varshel rao ra pu if i come to daridru,Negative
1730,sun too,Positive
1731,chandrababu naidu's scams will come out one by one,Positive
1732,a mean cabin,Positive
1733,shiva kumar,Positive
1734,super joke anna,Positive
1735,"what do you know, chandra babu, you have no morals about our viceroy",Negative
1736,"chandra babu, for the sin of backstabbing your uncle in 1995, you are going to pay the penalty in 2019 may 23.",Negative
1737,kodala shivaprasdtu garu you are on the right side shiva,Negative
1738,"ray lucha rajikiyala and his own father-in-law, choppu ve babu about the election.",Positive
1739,chandra babu soyalu lanjakoda,Positive
1740,elowe yau jagana,Positive
1741,wake up spare,Negative
1742,dog chandra bari 420 pawan kalyan 420,Positive
1743,"chandrababu, you have no right to talk about s",Negative
1744,look behind you dear,Positive
1745,"talk about the subject of 40 years of experience. cabin sir, i have never seen anyone talk about the subject. this is my 40 years experience.",Positive
1746,jagan is good leader but i can't say he is genuine or ethical but pawan is genuine without any black money or side directors,Positive
1747,specikar is not giving jagan a chance to talk,Neutral
1748,"muskora chandra babu, you are a mature son and a young man",Positive
1749,"you have killed vissar along with congress, you have backstabbed ntr, what more should you do?",Negative
1750,"if you suffer, you will die",Negative
1751,"babu, you don't even have many birthdays",Positive
1752,tray nails,Positive
1753,speaker slander,Negative
1754,adkshuy matca pixing,Negative
1755,"hey chandrababu, you are like me jai jagan",Positive
1756,super jagan anna love you,Positive
1757,"your madda competition with jagan if you want to receive your original values, you should extend your marriage to pakkintodi",Positive
1758,yours is a shameless life of lying to your emma poo,Negative
1759,jagan super speech,Positive
1760,super jagan anna c e m kavali,Positive
1761,jagan anna u only next cm in ap,Negative
1762,cbm is wast,Positive
1763,politics without values ​​is the backbone of tdp party,Negative
1764,u r the great sir u r the nxt cm,Positive
1765,that speaker is a big thief,Negative
1766,"hey babu, don't break up",Positive
1767,jagan anna nuv login,Negative
1768,super tokoie s babu garu,Positive
1769,jagan anna super,Positive
1770,you talk wrong about babu rajasekhar reddy,Negative
1771,"speaker jai jagan, you are doing very wrong, you are trying to support chandrababu naidu",Negative
1772,jagan not only cm he is tiger of pulivendula,Negative
1773,"if you talk about jagan about ray babu and rajasekhar reddy, then chhastav will talk about pilli gaddam.",Positive
1774,musko ra,Positive
1775,chandrababu wants to make amaravati singapore but not the entire state,Negative
1776,babu is not qualified to speak for vice sir,Negative
1777,y s r owed,Positive
1778,chandrababu is the liar,Negative
1779,"when is chandra babu nadu garu enough, we need jagan jagan",Positive
1780,super aaaaah,Positive
1781,young cm ante why don't you think about pspk he is the right person,Positive
1782,"jagan is a 420 a1 accuser, he is a seam in my bong, he will build a society without corruption, there is no shame in the people who are carrying heat behind them.",Positive
1783,yes he tells lies in every time,Positive
1784,"yes, babu and your boy lokesh told us differently that if we vote for your party, it will be as if we have taken our seat.",Positive
1785,i m big fan of jagan anna from karnataka,Positive
1786,jai cm jagan anna,Negative
1787,cbn best,Positive
1788,bye bye babu bye bye babu,Positive
1789,season like a hit,Positive
1790,"babu malla, if you are the cm, the unemployed should be cut off",Negative
1791,nee yabba apadalu chalachippavu ra chandrababu,Negative
1792,jai cbn <del>cbn army</del>,Positive
1793,wake up anyway,Negative
1794,thank you chandra babu,Positive
1795,chandra babu tear the flower for you,Positive
1796,i vote only for jagan,Negative
1797,don't vote for tdp,Negative
1798,chantarababu naidu king of kings from tamil nadu,Positive
1799,on sullila president,Positive
1800,jokes,Negative
1801,cabin's words are all lies,Negative
1802,kantri gadu seebum back stabber,Positive
1803,"abbo chandrababu's jokes are correct, you are my friends",Positive
1804,nice speech anna jai ​​jagan,Positive
1805,my vote for jagan,Positive
1806,"super jagan, you are my brother",Positive
1807,chandrawal of uttarakhand nagaur,Positive
1808,the worst behavior of opposition leader kanchem dignity should be maintained in the house is not a child's play house opposition leader is,Negative
1809,"don't sit down, cat",Negative
1810,"because tughlaq is public, have you been voted for?",Negative
1811,yes jagan anna only become cm,Negative
1812,pottaih ch,Positive
1813,east or west jagan is the best,Positive
1814,tgdu,Positive
1815,i love you chandra babu,Positive
1816,jagan is vv good,Positive
1817,chandra babu is very waste,Negative
1818,cbn neku mogudu ys jagan,Negative
1819,coconut kodak,Positive
1820,i love you jagan aana,Positive
1821,sepam prabhavam povalante yem cheyyalo cheppu jagan anna mana state lo okaru sepam tho chavadam naaku estam ledhu ok naaku ardam ayyindi fan ki vote veyali anthe ga,Negative
1822,great leader jagan is speaking so strongly,Positive
1823,jai,Positive
1824,jagan king chandrababu waste,Negative
1825,"ray, whatever babu rajasekhar reddy does is not good",Negative
1826,meru iddaru ela ney godva pettukondi ma annaya pawan kalyan garu pakka andhra ki mooguduavtadu soo nenu chepalanukundi amitantey next cm pspk edi fix jai pspk #/pspk fans like here,Positive
1827,"chandrababu's words speak to everyone, first show jagan, come fast, waiting for you, anna",Positive
1828,jagan is correct chandra babu is a waste,Negative
1829,jagan is not suitable even for kaligoti as babu,Neutral
1830,chandrababu is ok if he talked to the fraudster but he didn't talk,Positive
